experiment,scheme,power_model,pidle,pdyn,dynamic_carbon_usage,idle_carbon_usage,total_carbon_usage
5,decima,model_7,0.7,0.30000000000000004,3994490246.397232,40330792105.8,44325282352.197235
5,green_hadoop,model_7,0.7,0.30000000000000004,5883730799.522933,40028250154.2,45911980953.72293
5,cap_fifo,model_7,0.7,0.30000000000000004,3579843723.7560973,40545751230.6,44125594954.356094
5,cap_partition,model_7,0.7,0.30000000000000004,4023093918.294102,40496195342.4,44519289260.69411
5,cap_decima,model_7,0.7,0.30000000000000004,3839651343.039121,40414376990.4,44254028333.439125
5,pcaps,model_7,0.7,0.30000000000000004,2817814208.832137,40183828990.2,43001643199.032135
1,spark_fifo,model_8,0.8,0.19999999999999996,4397010864.535992,50096824080.0,54493834944.535995
1,dynamic_partition,model_8,0.8,0.19999999999999996,4293896472.7341123,50098191468.0,54392087940.734116
1,decima,model_8,0.8,0.19999999999999996,2983026046.143991,50306946036.0,53289972082.14399
1,green_hadoop,model_8,0.8,0.19999999999999996,4294125583.0020385,50141533524.0,54435659107.00204
1,cap_fifo,model_8,0.8,0.19999999999999996,2744927473.6740565,50914397796.0,53659325269.67406
1,cap_partition,model_8,0.8,0.19999999999999996,3120786858.0840826,50918914320.0,54039701178.08408
1,cap_decima,model_8,0.8,0.19999999999999996,2771165493.5540223,51119257380.0,53890422873.55402
1,pcaps,model_8,0.8,0.19999999999999996,2289676217.100006,50475797736.0,52765473953.100006
2,spark_fifo,model_8,0.8,0.19999999999999996,3817500947.789996,48089959846.4,51907460794.189995
2,dynamic_partition,model_8,0.8,0.19999999999999996,3639317701.468008,48063415875.2,51702733576.66801
2,decima,model_8,0.8,0.19999999999999996,2565821262.070045,48098729536.0,50664550798.070045
2,green_hadoop,model_8,0.8,0.19999999999999996,3743737034.7819543,48046033097.6,51789770132.38195
2,cap_fifo,model_8,0.8,0.19999999999999996,2079246139.5019774,48594765104.0,50674011243.501976
2,cap_partition,model_8,0.8,0.19999999999999996,2476654647.3920126,48450495880.0,50927150527.39201
2,cap_decima,model_8,0.8,0.19999999999999996,2202584800.593999,48903466008.0,51106050808.594
2,pcaps,model_8,0.8,0.19999999999999996,1763070506.2159834,48130363059.2,49893433565.41598
3,spark_fifo,model_8,0.8,0.19999999999999996,4279543958.1720366,44982685718.4,49262229676.57204
3,dynamic_partition,model_8,0.8,0.19999999999999996,3856417581.6420097,44729702400.0,48586119981.64201
3,decima,model_8,0.8,0.19999999999999996,2728382332.356024,44245472640.0,46973854972.356026
3,green_hadoop,model_8,0.8,0.19999999999999996,4113210843.5760713,45005424844.8,49118635688.376076
3,cap_fifo,model_8,0.8,0.19999999999999996,2323838110.8180017,44708440320.0,47032278430.818
3,cap_partition,model_8,0.8,0.19999999999999996,3029152679.9560814,46580339572.8,49609492252.75609
3,cap_decima,model_8,0.8,0.19999999999999996,2527248473.346033,44625618560.0,47152867033.34603
3,pcaps,model_8,0.8,0.19999999999999996,2048874528.6759822,44374017280.0,46422891808.67598
4,spark_fifo,model_8,0.8,0.19999999999999996,4409326057.322,43504906240.0,47914232297.322
4,dynamic_partition,model_8,0.8,0.19999999999999996,4244437700.3360715,43511021440.0,47755459140.336075
4,decima,model_8,0.8,0.19999999999999996,3211374655.0519648,43410700800.0,46622075455.05196
4,green_hadoop,model_8,0.8,0.19999999999999996,4376985254.176015,43495905920.0,47872891174.17602
4,cap_fifo,model_8,0.8,0.19999999999999996,2668094300.3200016,44081397120.0,46749491420.32
4,cap_partition,model_8,0.8,0.19999999999999996,3076344470.848051,44397662720.0,47474007190.84805
4,cap_decima,model_8,0.8,0.19999999999999996,2977400130.255968,43361183360.0,46338583490.25597
4,pcaps,model_8,0.8,0.19999999999999996,2282924299.3180137,43519269120.0,45802193419.318016
5,spark_fifo,model_8,0.8,0.19999999999999996,4218979800.5319405,45768744024.0,49987723824.53194
5,dynamic_partition,model_8,0.8,0.19999999999999996,3926131079.703969,45765379200.0,49691510279.70397
5,decima,model_8,0.8,0.19999999999999996,2662993497.5979815,46092333835.2,48755327332.79798
5,green_hadoop,model_8,0.8,0.19999999999999996,3922487199.681995,45746571604.8,49669058804.481995
5,cap_fifo,model_8,0.8,0.19999999999999996,2386562482.503978,46338001406.4,48724563888.90398
5,cap_partition,model_8,0.8,0.19999999999999996,2682062612.195977,46281366105.6,48963428717.795975
5,cap_decima,model_8,0.8,0.19999999999999996,2559767562.0259905,46187859417.6,48747626979.62599
5,pcaps,model_8,0.8,0.19999999999999996,1878542805.8879647,45924375988.8,47802918794.687965
1,spark_fifo,model_9,0.9,0.09999999999999998,2198505432.267996,56358927090.0,58557432522.268
1,dynamic_partition,model_9,0.9,0.09999999999999998,2146948236.3670561,56360465401.5,58507413637.86706
1,decima,model_9,0.9,0.09999999999999998,1491513023.0719955,56595314290.5,58086827313.572
1,green_hadoop,model_9,0.9,0.09999999999999998,2147062791.5010192,56409225214.5,58556288006.00102
1,cap_fifo,model_9,0.9,0.09999999999999998,1372463736.8370283,57278697520.5,58651161257.33703
1,cap_partition,model_9,0.9,0.09999999999999998,1560393429.0420413,57283778610.0,58844172039.04204
1,cap_decima,model_9,0.9,0.09999999999999998,1385582746.7770112,57509164552.5,58894747299.27701
1,pcaps,model_9,0.9,0.09999999999999998,1144838108.550003,56785272453.0,57930110561.55
2,spark_fifo,model_9,0.9,0.09999999999999998,1908750473.894998,54101204827.2,56009955301.09499
2,dynamic_partition,model_9,0.9,0.09999999999999998,1819658850.734004,54071342859.6,55891001710.334
2,decima,model_9,0.9,0.09999999999999998,1282910631.0350225,54111070728.0,55393981359.03502
2,green_hadoop,model_9,0.9,0.09999999999999998,1871868517.3909771,54051787234.8,55923655752.19098
2,cap_fifo,model_9,0.9,0.09999999999999998,1039623069.7509887,54669110742.0,55708733811.75099
2,cap_partition,model_9,0.9,0.09999999999999998,1238327323.6960063,54506807865.0,55745135188.69601
2,cap_decima,model_9,0.9,0.09999999999999998,1101292400.2969995,55016399259.0,56117691659.297
2,pcaps,model_9,0.9,0.09999999999999998,881535253.1079917,54146658441.6,55028193694.70799
3,spark_fifo,model_9,0.9,0.09999999999999998,2139771979.0860183,50605521433.2,52745293412.28602
3,dynamic_partition,model_9,0.9,0.09999999999999998,1928208790.8210049,50320915200.0,52249123990.82101
3,decima,model_9,0.9,0.09999999999999998,1364191166.178012,49776156720.0,51140347886.17801
3,green_hadoop,model_9,0.9,0.09999999999999998,2056605421.7880356,50631102950.4,52687708372.188034
3,cap_fifo,model_9,0.9,0.09999999999999998,1161919055.4090009,50296995360.0,51458914415.409004
3,cap_partition,model_9,0.9,0.09999999999999998,1514576339.9780407,52402882019.4,53917458359.378044
3,cap_decima,model_9,0.9,0.09999999999999998,1263624236.6730165,50203820880.0,51467445116.67302
3,pcaps,model_9,0.9,0.09999999999999998,1024437264.3379911,49920769440.0,50945206704.33799
4,spark_fifo,model_9,0.9,0.09999999999999998,2204663028.661,48943019520.0,51147682548.661
4,dynamic_partition,model_9,0.9,0.09999999999999998,2122218850.1680357,48949899120.0,51072117970.16804
4,decima,model_9,0.9,0.09999999999999998,1605687327.5259824,48837038400.0,50442725727.525986
4,green_hadoop,model_9,0.9,0.09999999999999998,2188492627.0880075,48932894160.0,51121386787.088005
4,cap_fifo,model_9,0.9,0.09999999999999998,1334047150.1600008,49591571760.0,50925618910.16
4,cap_partition,model_9,0.9,0.09999999999999998,1538172235.4240255,49947370560.0,51485542795.42403
4,cap_decima,model_9,0.9,0.09999999999999998,1488700065.127984,48781331280.0,50270031345.12798
4,pcaps,model_9,0.9,0.09999999999999998,1141462149.6590068,48959177760.0,50100639909.659004
5,spark_fifo,model_9,0.9,0.09999999999999998,2109489900.2659702,51489837027.0,53599326927.26597
5,dynamic_partition,model_9,0.9,0.09999999999999998,1963065539.8519845,51486051600.0,53449117139.85198
5,decima,model_9,0.9,0.09999999999999998,1331496748.7989907,51853875564.6,53185372313.39899
5,green_hadoop,model_9,0.9,0.09999999999999998,1961243599.8409975,51464893055.4,53426136655.241
5,cap_fifo,model_9,0.9,0.09999999999999998,1193281241.251989,52130251582.2,53323532823.45199
5,cap_partition,model_9,0.9,0.09999999999999998,1341031306.0979886,52066536868.8,53407568174.897995
5,cap_decima,model_9,0.9,0.09999999999999998,1279883781.0129952,51961341844.8,53241225625.812996
5,pcaps,model_9,0.9,0.09999999999999998,939271402.9439824,51664922987.4,52604194390.34399
1,spark_fifo,model_10,1.0,0.0,0.0,62621030100.0,62621030100.0
1,dynamic_partition,model_10,1.0,0.0,0.0,62622739335.0,62622739335.0
1,decima,model_10,1.0,0.0,0.0,62883682545.0,62883682545.0
1,green_hadoop,model_10,1.0,0.0,0.0,62676916905.0,62676916905.0
1,cap_fifo,model_10,1.0,0.0,0.0,63642997245.0,63642997245.0
1,cap_partition,model_10,1.0,0.0,0.0,63648642900.0,63648642900.0
1,cap_decima,model_10,1.0,0.0,0.0,63899071725.0,63899071725.0
1,pcaps,model_10,1.0,0.0,0.0,63094747170.0,63094747170.0
2,spark_fifo,model_10,1.0,0.0,0.0,60112449808.0,60112449808.0
2,dynamic_partition,model_10,1.0,0.0,0.0,60079269844.0,60079269844.0
2,decima,model_10,1.0,0.0,0.0,60123411920.0,60123411920.0
2,green_hadoop,model_10,1.0,0.0,0.0,60057541372.0,60057541372.0
2,cap_fifo,model_10,1.0,0.0,0.0,60743456380.0,60743456380.0
2,cap_partition,model_10,1.0,0.0,0.0,60563119850.0,60563119850.0
2,cap_decima,model_10,1.0,0.0,0.0,61129332510.0,61129332510.0
2,pcaps,model_10,1.0,0.0,0.0,60162953824.0,60162953824.0
3,spark_fifo,model_10,1.0,0.0,0.0,56228357148.0,56228357148.0
3,dynamic_partition,model_10,1.0,0.0,0.0,55912128000.0,55912128000.0
3,decima,model_10,1.0,0.0,0.0,55306840800.0,55306840800.0
3,green_hadoop,model_10,1.0,0.0,0.0,56256781056.0,56256781056.0
3,cap_fifo,model_10,1.0,0.0,0.0,55885550400.0,55885550400.0
3,cap_partition,model_10,1.0,0.0,0.0,58225424466.0,58225424466.0
3,cap_decima,model_10,1.0,0.0,0.0,55782023200.0,55782023200.0
3,pcaps,model_10,1.0,0.0,0.0,55467521600.0,55467521600.0
4,spark_fifo,model_10,1.0,0.0,0.0,54381132800.0,54381132800.0
4,dynamic_partition,model_10,1.0,0.0,0.0,54388776800.0,54388776800.0
4,decima,model_10,1.0,0.0,0.0,54263376000.0,54263376000.0
4,green_hadoop,model_10,1.0,0.0,0.0,54369882400.0,54369882400.0
4,cap_fifo,model_10,1.0,0.0,0.0,55101746400.0,55101746400.0
4,cap_partition,model_10,1.0,0.0,0.0,55497078400.0,55497078400.0
4,cap_decima,model_10,1.0,0.0,0.0,54201479200.0,54201479200.0
4,pcaps,model_10,1.0,0.0,0.0,54399086400.0,54399086400.0
5,spark_fifo,model_10,1.0,0.0,0.0,57210930030.0,57210930030.0
5,dynamic_partition,model_10,1.0,0.0,0.0,57206724000.0,57206724000.0
5,decima,model_10,1.0,0.0,0.0,57615417294.0,57615417294.0
5,green_hadoop,model_10,1.0,0.0,0.0,57183214506.0,57183214506.0
5,cap_fifo,model_10,1.0,0.0,0.0,57922501758.0,57922501758.0
5,cap_partition,model_10,1.0,0.0,0.0,57851707632.0,57851707632.0
5,cap_decima,model_10,1.0,0.0,0.0,57734824272.0,57734824272.0
5,pcaps,model_10,1.0,0.0,0.0,57405469986.0,57405469986.0
