Submeasurements | avg. watts @ 100%,Submeasurements | avg. watts @ active idle,P_idle_W,P_dyn_W,P_peak_W,ratio_Pidle_Ppeak,ratio_Pidle_Ppeak_percent,ratio_Pdyn_Ppeak,ratio_Pdyn_Ppeak_percent
753,166,166.000000,587.000000,753.000000,0.220452,22.045153,0.779548,77.954847
245,54,54.000000,191.000000,245.000000,0.220408,22.040816,0.779592,77.959184
315,69.4,69.400000,245.600000,315.000000,0.220317,22.031746,0.779683,77.968254
546,120,120.000000,426.000000,546.000000,0.219780,21.978022,0.780220,78.021978
113,24.8,24.800000,88.200000,113.000000,0.219469,21.946903,0.780531,78.053097
1158,254,254.000000,904.000000,1158.000000,0.219344,21.934370,0.780656,78.065630
240,52.6,52.600000,187.400000,240.000000,0.219167,21.916667,0.780833,78.083333
1141,250,250.000000,891.000000,1141.000000,0.219106,21.910605,0.780894,78.089395
1173,257,257.000000,916.000000,1173.000000,0.219096,21.909633,0.780904,78.090367
285,62.4,62.400000,222.600000,285.000000,0.218947,21.894737,0.781053,78.105263
425,92.9,92.900000,332.100000,425.000000,0.218588,21.858824,0.781412,78.141176
632,138,138.000000,494.000000,632.000000,0.218354,21.835443,0.781646,78.164557
262,57.2,57.200000,204.800000,262.000000,0.218321,21.832061,0.781679,78.167939
240,52.3,52.300000,187.700000,240.000000,0.217917,21.791667,0.782083,78.208333
240,52.3,52.300000,187.700000,240.000000,0.217917,21.791667,0.782083,78.208333
941,205,205.000000,736.000000,941.000000,0.217853,21.785335,0.782147,78.214665
306,66.6,66.600000,239.400000,306.000000,0.217647,21.764706,0.782353,78.235294
726,158,158.000000,568.000000,726.000000,0.217631,21.763085,0.782369,78.236915
515,112,112.000000,403.000000,515.000000,0.217476,21.747573,0.782524,78.252427
584,127,127.000000,457.000000,584.000000,0.217466,21.746575,0.782534,78.253425
258,56.1,56.100000,201.900000,258.000000,0.217442,21.744186,0.782558,78.255814
341,74,74.000000,267.000000,341.000000,0.217009,21.700880,0.782991,78.299120
112,24.3,24.300000,87.700000,112.000000,0.216964,21.696429,0.783036,78.303571
245,53.1,53.100000,191.900000,245.000000,0.216735,21.673469,0.783265,78.326531
269,58.1,58.100000,210.900000,269.000000,0.215985,21.598513,0.784015,78.401487
239,51.6,51.600000,187.400000,239.000000,0.215900,21.589958,0.784100,78.410042
428,92.3,92.300000,335.700000,428.000000,0.215654,21.565421,0.784346,78.434579
430,92.7,92.700000,337.300000,430.000000,0.215581,21.558140,0.784419,78.441860
239,51.5,51.500000,187.500000,239.000000,0.215481,21.548117,0.784519,78.451883
883,190,190.000000,693.000000,883.000000,0.215176,21.517554,0.784824,78.482446
93.1,20,20.000000,73.100000,93.100000,0.214823,21.482277,0.785177,78.517723
1700,364,364.000000,1336.000000,1700.000000,0.214118,21.411765,0.785882,78.588235
1860,398,398.000000,1462.000000,1860.000000,0.213978,21.397849,0.786022,78.602151
4562,976,976.000000,3586.000000,4562.000000,0.213941,21.394125,0.786059,78.605875
266,56.9,56.900000,209.100000,266.000000,0.213910,21.390977,0.786090,78.609023
3881,828,828.000000,3053.000000,3881.000000,0.213347,21.334708,0.786653,78.665292
263,56.1,56.100000,206.900000,263.000000,0.213308,21.330798,0.786692,78.669202
272,58,58.000000,214.000000,272.000000,0.213235,21.323529,0.786765,78.676471
563,120,120.000000,443.000000,563.000000,0.213144,21.314387,0.786856,78.685613
249,53,53.000000,196.000000,249.000000,0.212851,21.285141,0.787149,78.714859
475,101,101.000000,374.000000,475.000000,0.212632,21.263158,0.787368,78.736842
254,53.9,53.900000,200.100000,254.000000,0.212205,21.220472,0.787795,78.779528
783,166,166.000000,617.000000,783.000000,0.212005,21.200511,0.787995,78.799489
268,56.8,56.800000,211.200000,268.000000,0.211940,21.194030,0.788060,78.805970
245,51.9,51.900000,193.100000,245.000000,0.211837,21.183673,0.788163,78.816327
391,82.8,82.800000,308.200000,391.000000,0.211765,21.176471,0.788235,78.823529
241,51,51.000000,190.000000,241.000000,0.211618,21.161826,0.788382,78.838174
1829,387,387.000000,1442.000000,1829.000000,0.211591,21.159103,0.788409,78.840897
1329,281,281.000000,1048.000000,1329.000000,0.211437,21.143717,0.788563,78.856283
4985,1052,1052.000000,3933.000000,4985.000000,0.211033,21.103310,0.788967,78.896690
55.5,11.7,11.700000,43.800000,55.500000,0.210811,21.081081,0.789189,78.918919
250,52.7,52.700000,197.300000,250.000000,0.210800,21.080000,0.789200,78.920000
242,51,51.000000,191.000000,242.000000,0.210744,21.074380,0.789256,78.925620
419,88.2,88.200000,330.800000,419.000000,0.210501,21.050119,0.789499,78.949881
93.6,19.7,19.700000,73.900000,93.600000,0.210470,21.047009,0.789530,78.952991
580,122,122.000000,458.000000,580.000000,0.210345,21.034483,0.789655,78.965517
400,84,84.000000,316.000000,400.000000,0.210000,21.000000,0.790000,79.000000
591,124,124.000000,467.000000,591.000000,0.209814,20.981387,0.790186,79.018613
102,21.4,21.400000,80.600000,102.000000,0.209804,20.980392,0.790196,79.019608
240,50.3,50.300000,189.700000,240.000000,0.209583,20.958333,0.790417,79.041667
5282,1107,1107.000000,4175.000000,5282.000000,0.209580,20.957970,0.790420,79.042030
102,21.3,21.300000,80.700000,102.000000,0.208824,20.882353,0.791176,79.117647
695,145,145.000000,550.000000,695.000000,0.208633,20.863309,0.791367,79.136691
246,51.3,51.300000,194.700000,246.000000,0.208537,20.853659,0.791463,79.146341
395,82.3,82.300000,312.700000,395.000000,0.208354,20.835443,0.791646,79.164557
3997,832,832.000000,3165.000000,3997.000000,0.208156,20.815612,0.791844,79.184388
346,72,72.000000,274.000000,346.000000,0.208092,20.809249,0.791908,79.190751
1694,352,352.000000,1342.000000,1694.000000,0.207792,20.779221,0.792208,79.220779
602,125,125.000000,477.000000,602.000000,0.207641,20.764120,0.792359,79.235880
838,174,174.000000,664.000000,838.000000,0.207637,20.763723,0.792363,79.236277
718,149,149.000000,569.000000,718.000000,0.207521,20.752089,0.792479,79.247911
625,129,129.000000,496.000000,625.000000,0.206400,20.640000,0.793600,79.360000
5912,1218,1218.000000,4694.000000,5912.000000,0.206022,20.602165,0.793978,79.397835
342,70.4,70.400000,271.600000,342.000000,0.205848,20.584795,0.794152,79.415205
4057,833,833.000000,3224.000000,4057.000000,0.205324,20.532413,0.794676,79.467587
619,127,127.000000,492.000000,619.000000,0.205170,20.516963,0.794830,79.483037
644,132,132.000000,512.000000,644.000000,0.204969,20.496894,0.795031,79.503106
105,21.5,21.500000,83.500000,105.000000,0.204762,20.476190,0.795238,79.523810
72.9,14.9,14.900000,58.000000,72.900000,0.204390,20.438957,0.795610,79.561043
275,56.2,56.200000,218.800000,275.000000,0.204364,20.436364,0.795636,79.563636
4965,1014,1014.000000,3951.000000,4965.000000,0.204230,20.422961,0.795770,79.577039
404,82.5,82.500000,321.500000,404.000000,0.204208,20.420792,0.795792,79.579208
252,51.4,51.400000,200.600000,252.000000,0.203968,20.396825,0.796032,79.603175
653,133,133.000000,520.000000,653.000000,0.203675,20.367534,0.796325,79.632466
355,72.3,72.300000,282.700000,355.000000,0.203662,20.366197,0.796338,79.633803
6559,1335,1335.000000,5224.000000,6559.000000,0.203537,20.353712,0.796463,79.646288
1185,241,241.000000,944.000000,1185.000000,0.203376,20.337553,0.796624,79.662447
360,73.2,73.200000,286.800000,360.000000,0.203333,20.333333,0.796667,79.666667
957,194,194.000000,763.000000,957.000000,0.202717,20.271682,0.797283,79.728318
263,53.3,53.300000,209.700000,263.000000,0.202662,20.266160,0.797338,79.733840
602,122,122.000000,480.000000,602.000000,0.202658,20.265781,0.797342,79.734219
392,79.4,79.400000,312.600000,392.000000,0.202551,20.255102,0.797449,79.744898
583,118,118.000000,465.000000,583.000000,0.202401,20.240137,0.797599,79.759863
394,79.6,79.600000,314.400000,394.000000,0.202030,20.203046,0.797970,79.796954
404,81.6,81.600000,322.400000,404.000000,0.201980,20.198020,0.798020,79.801980
926,187,187.000000,739.000000,926.000000,0.201944,20.194384,0.798056,79.805616
252,50.7,50.700000,201.300000,252.000000,0.201190,20.119048,0.798810,79.880952
259,52.1,52.100000,206.900000,259.000000,0.201158,20.115830,0.798842,79.884170
667,134,134.000000,533.000000,667.000000,0.200900,20.089955,0.799100,79.910045
7210,1447,1447.000000,5763.000000,7210.000000,0.200693,20.069348,0.799307,79.930652
432,86.6,86.600000,345.400000,432.000000,0.200463,20.046296,0.799537,79.953704
689,138,138.000000,551.000000,689.000000,0.200290,20.029028,0.799710,79.970972
2295,459,459.000000,1836.000000,2295.000000,0.200000,20.000000,0.800000,80.000000
1140,228,228.000000,912.000000,1140.000000,0.200000,20.000000,0.800000,80.000000
365,72.8,72.800000,292.200000,365.000000,0.199452,19.945205,0.800548,80.054795
89.4,17.8,17.800000,71.600000,89.400000,0.199105,19.910515,0.800895,80.089485
593,118,118.000000,475.000000,593.000000,0.198988,19.898820,0.801012,80.101180
270,53.7,53.700000,216.300000,270.000000,0.198889,19.888889,0.801111,80.111111
264,52.5,52.500000,211.500000,264.000000,0.198864,19.886364,0.801136,80.113636
7865,1563,1563.000000,6302.000000,7865.000000,0.198729,19.872854,0.801271,80.127146
104,20.6,20.600000,83.400000,104.000000,0.198077,19.807692,0.801923,80.192308
1934,383,383.000000,1551.000000,1934.000000,0.198035,19.803516,0.801965,80.196484
269,53.2,53.200000,215.800000,269.000000,0.197770,19.776952,0.802230,80.223048
282,55.6,55.600000,226.400000,282.000000,0.197163,19.716312,0.802837,80.283688
939,185,185.000000,754.000000,939.000000,0.197018,19.701810,0.802982,80.298190
59.4,11.7,11.700000,47.700000,59.400000,0.196970,19.696970,0.803030,80.303030
279,54.8,54.800000,224.200000,279.000000,0.196416,19.641577,0.803584,80.358423
800,157,157.000000,643.000000,800.000000,0.196250,19.625000,0.803750,80.375000
365,71.6,71.600000,293.400000,365.000000,0.196164,19.616438,0.803836,80.383562
1916,375,375.000000,1541.000000,1916.000000,0.195720,19.572025,0.804280,80.427975
976,191,191.000000,785.000000,976.000000,0.195697,19.569672,0.804303,80.430328
982,192,192.000000,790.000000,982.000000,0.195519,19.551935,0.804481,80.448065
507,99.1,99.100000,407.900000,507.000000,0.195464,19.546351,0.804536,80.453649
609,119,119.000000,490.000000,609.000000,0.195402,19.540230,0.804598,80.459770
609,119,119.000000,490.000000,609.000000,0.195402,19.540230,0.804598,80.459770
260,50.8,50.800000,209.200000,260.000000,0.195385,19.538462,0.804615,80.461538
630,123,123.000000,507.000000,630.000000,0.195238,19.523810,0.804762,80.476190
482,93.9,93.900000,388.100000,482.000000,0.194813,19.481328,0.805187,80.518672
374,72.8,72.800000,301.200000,374.000000,0.194652,19.465241,0.805348,80.534759
72.5,14.1,14.100000,58.400000,72.500000,0.194483,19.448276,0.805517,80.551724
977,190,190.000000,787.000000,977.000000,0.194473,19.447288,0.805527,80.552712
1864,361,361.000000,1503.000000,1864.000000,0.193670,19.366953,0.806330,80.633047
373,72.2,72.200000,300.800000,373.000000,0.193566,19.356568,0.806434,80.643432
827,160,160.000000,667.000000,827.000000,0.193470,19.347037,0.806530,80.652963
610,118,118.000000,492.000000,610.000000,0.193443,19.344262,0.806557,80.655738
318,61.5,61.500000,256.500000,318.000000,0.193396,19.339623,0.806604,80.660377
652,126,126.000000,526.000000,652.000000,0.193252,19.325153,0.806748,80.674847
679,131,131.000000,548.000000,679.000000,0.192931,19.293078,0.807069,80.706922
814,157,157.000000,657.000000,814.000000,0.192875,19.287469,0.807125,80.712531
87.2,16.8,16.800000,70.400000,87.200000,0.192661,19.266055,0.807339,80.733945
381,73.4,73.400000,307.600000,381.000000,0.192651,19.265092,0.807349,80.734908
352,67.7,67.700000,284.300000,352.000000,0.192330,19.232955,0.807670,80.767045
614,118,118.000000,496.000000,614.000000,0.192182,19.218241,0.807818,80.781759
383,73.6,73.600000,309.400000,383.000000,0.192167,19.216710,0.807833,80.783290
377,72.2,72.200000,304.800000,377.000000,0.191512,19.151194,0.808488,80.848806
658,126,126.000000,532.000000,658.000000,0.191489,19.148936,0.808511,80.851064
721,138,138.000000,583.000000,721.000000,0.191401,19.140083,0.808599,80.859917
1025,196,196.000000,829.000000,1025.000000,0.191220,19.121951,0.808780,80.878049
1387,265,265.000000,1122.000000,1387.000000,0.191060,19.105984,0.808940,80.894016
1398,267,267.000000,1131.000000,1398.000000,0.190987,19.098712,0.809013,80.901288
2209,421,421.000000,1788.000000,2209.000000,0.190584,19.058397,0.809416,80.941603
381,72.5,72.500000,308.500000,381.000000,0.190289,19.028871,0.809711,80.971129
711,135,135.000000,576.000000,711.000000,0.189873,18.987342,0.810127,81.012658
823,156,156.000000,667.000000,823.000000,0.189550,18.955043,0.810450,81.044957
802,152,152.000000,650.000000,802.000000,0.189526,18.952618,0.810474,81.047382
2736,518,518.000000,2218.000000,2736.000000,0.189327,18.932749,0.810673,81.067251
61.8,11.7,11.700000,50.100000,61.800000,0.189320,18.932039,0.810680,81.067961
380,71.9,71.900000,308.100000,380.000000,0.189211,18.921053,0.810789,81.078947
831,157,157.000000,674.000000,831.000000,0.188929,18.892900,0.811071,81.107100
773,146,146.000000,627.000000,773.000000,0.188875,18.887451,0.811125,81.112549
367,69.3,69.300000,297.700000,367.000000,0.188828,18.882834,0.811172,81.117166
247,46.6,46.600000,200.400000,247.000000,0.188664,18.866397,0.811336,81.133603
785,148,148.000000,637.000000,785.000000,0.188535,18.853503,0.811465,81.146497
373,70,70.000000,303.000000,373.000000,0.187668,18.766756,0.812332,81.233244
800,150,150.000000,650.000000,800.000000,0.187500,18.750000,0.812500,81.250000
2495,466,466.000000,2029.000000,2495.000000,0.186774,18.677355,0.813226,81.322645
245,45.7,45.700000,199.300000,245.000000,0.186531,18.653061,0.813469,81.346939
266,49.6,49.600000,216.400000,266.000000,0.186466,18.646617,0.813534,81.353383
692,129,129.000000,563.000000,692.000000,0.186416,18.641618,0.813584,81.358382
633,118,118.000000,515.000000,633.000000,0.186414,18.641390,0.813586,81.358610
854,159,159.000000,695.000000,854.000000,0.186183,18.618267,0.813817,81.381733
990,184,184.000000,806.000000,990.000000,0.185859,18.585859,0.814141,81.414141
573,106,106.000000,467.000000,573.000000,0.184991,18.499127,0.815009,81.500873
1157,214,214.000000,943.000000,1157.000000,0.184961,18.496111,0.815039,81.503889
634,117,117.000000,517.000000,634.000000,0.184543,18.454259,0.815457,81.545741
710,131,131.000000,579.000000,710.000000,0.184507,18.450704,0.815493,81.549296
2999,553,553.000000,2446.000000,2999.000000,0.184395,18.439480,0.815605,81.560520
548,101,101.000000,447.000000,548.000000,0.184307,18.430657,0.815693,81.569343
989,182,182.000000,807.000000,989.000000,0.184024,18.402427,0.815976,81.597573
393,72.3,72.300000,320.700000,393.000000,0.183969,18.396947,0.816031,81.603053
832,153,153.000000,679.000000,832.000000,0.183894,18.389423,0.816106,81.610577
930,171,171.000000,759.000000,930.000000,0.183871,18.387097,0.816129,81.612903
3182,585,585.000000,2597.000000,3182.000000,0.183847,18.384664,0.816153,81.615336
369,67.5,67.500000,301.500000,369.000000,0.182927,18.292683,0.817073,81.707317
651,119,119.000000,532.000000,651.000000,0.182796,18.279570,0.817204,81.720430
630,115,115.000000,515.000000,630.000000,0.182540,18.253968,0.817460,81.746032
272,49.6,49.600000,222.400000,272.000000,0.182353,18.235294,0.817647,81.764706
840,153,153.000000,687.000000,840.000000,0.182143,18.214286,0.817857,81.785714
329,59.9,59.900000,269.100000,329.000000,0.182067,18.206687,0.817933,81.793313
217,39.4,39.400000,177.600000,217.000000,0.181567,18.156682,0.818433,81.843318
471,85.5,85.500000,385.500000,471.000000,0.181529,18.152866,0.818471,81.847134
1256,228,228.000000,1028.000000,1256.000000,0.181529,18.152866,0.818471,81.847134
264,47.9,47.900000,216.100000,264.000000,0.181439,18.143939,0.818561,81.856061
3627,658,658.000000,2969.000000,3627.000000,0.181417,18.141715,0.818583,81.858285
591,107,107.000000,484.000000,591.000000,0.181049,18.104907,0.818951,81.895093
341,61.7,61.700000,279.300000,341.000000,0.180938,18.093842,0.819062,81.906158
51.8,9.33,9.330000,42.470000,51.800000,0.180116,18.011583,0.819884,81.988417
783,141,141.000000,642.000000,783.000000,0.180077,18.007663,0.819923,81.992337
672,121,121.000000,551.000000,672.000000,0.180060,18.005952,0.819940,81.994048
351,63.2,63.200000,287.800000,351.000000,0.180057,18.005698,0.819943,81.994302
372,66.9,66.900000,305.100000,372.000000,0.179839,17.983871,0.820161,82.016129
319,57.3,57.300000,261.700000,319.000000,0.179624,17.962382,0.820376,82.037618
1036,186,186.000000,850.000000,1036.000000,0.179537,17.953668,0.820463,82.046332
4078,732,732.000000,3346.000000,4078.000000,0.179500,17.949975,0.820500,82.050025
3497,627,627.000000,2870.000000,3497.000000,0.179297,17.929654,0.820703,82.070346
416,74.5,74.500000,341.500000,416.000000,0.179087,17.908654,0.820913,82.091346
1566,280,280.000000,1286.000000,1566.000000,0.178799,17.879949,0.821201,82.120051
99.6,17.8,17.800000,81.800000,99.600000,0.178715,17.871486,0.821285,82.128514
4918,878,878.000000,4040.000000,4918.000000,0.178528,17.852786,0.821472,82.147214
1434,256,256.000000,1178.000000,1434.000000,0.178522,17.852162,0.821478,82.147838
287,51.2,51.200000,235.800000,287.000000,0.178397,17.839721,0.821603,82.160279
679,121,121.000000,558.000000,679.000000,0.178203,17.820324,0.821797,82.179676
915,163,163.000000,752.000000,915.000000,0.178142,17.814208,0.821858,82.185792
758,135,135.000000,623.000000,758.000000,0.178100,17.810026,0.821900,82.189974
1105,196,196.000000,909.000000,1105.000000,0.177376,17.737557,0.822624,82.262443
920,163,163.000000,757.000000,920.000000,0.177174,17.717391,0.822826,82.282609
4026,713,713.000000,3313.000000,4026.000000,0.177099,17.709886,0.822901,82.290114
623,110,110.000000,513.000000,623.000000,0.176565,17.656501,0.823435,82.343499
623,110,110.000000,513.000000,623.000000,0.176565,17.656501,0.823435,82.343499
374,66,66.000000,308.000000,374.000000,0.176471,17.647059,0.823529,82.352941
1043,184,184.000000,859.000000,1043.000000,0.176414,17.641419,0.823586,82.358581
356,62.8,62.800000,293.200000,356.000000,0.176404,17.640449,0.823596,82.359551
2115,373,373.000000,1742.000000,2115.000000,0.176359,17.635934,0.823641,82.364066
387,68.2,68.200000,318.800000,387.000000,0.176227,17.622739,0.823773,82.377261
273,48.1,48.100000,224.900000,273.000000,0.176190,17.619048,0.823810,82.380952
835,147,147.000000,688.000000,835.000000,0.176048,17.604790,0.823952,82.395210
836,147,147.000000,689.000000,836.000000,0.175837,17.583732,0.824163,82.416268
598,105,105.000000,493.000000,598.000000,0.175585,17.558528,0.824415,82.441472
655,115,115.000000,540.000000,655.000000,0.175573,17.557252,0.824427,82.442748
1322,232,232.000000,1090.000000,1322.000000,0.175492,17.549168,0.824508,82.450832
701,123,123.000000,578.000000,701.000000,0.175464,17.546362,0.824536,82.453638
332,58.2,58.200000,273.800000,332.000000,0.175301,17.530120,0.824699,82.469880
4073,714,714.000000,3359.000000,4073.000000,0.175301,17.530076,0.824699,82.469924
3971,695,695.000000,3276.000000,3971.000000,0.175019,17.501889,0.824981,82.498111
454,79.3,79.300000,374.700000,454.000000,0.174670,17.466960,0.825330,82.533040
877,153,153.000000,724.000000,877.000000,0.174458,17.445838,0.825542,82.554162
660,115,115.000000,545.000000,660.000000,0.174242,17.424242,0.825758,82.575758
775,135,135.000000,640.000000,775.000000,0.174194,17.419355,0.825806,82.580645
327,56.9,56.900000,270.100000,327.000000,0.174006,17.400612,0.825994,82.599388
702,122,122.000000,580.000000,702.000000,0.173789,17.378917,0.826211,82.621083
714,124,124.000000,590.000000,714.000000,0.173669,17.366947,0.826331,82.633053
668,116,116.000000,552.000000,668.000000,0.173653,17.365269,0.826347,82.634731
720,125,125.000000,595.000000,720.000000,0.173611,17.361111,0.826389,82.638889
241,41.8,41.800000,199.200000,241.000000,0.173444,17.344398,0.826556,82.655602
453,78.5,78.500000,374.500000,453.000000,0.173289,17.328918,0.826711,82.671082
73.9,12.8,12.800000,61.100000,73.900000,0.173207,17.320704,0.826793,82.679296
520,90,90.000000,430.000000,520.000000,0.173077,17.307692,0.826923,82.692308
2172,375,375.000000,1797.000000,2172.000000,0.172652,17.265193,0.827348,82.734807
869,150,150.000000,719.000000,869.000000,0.172612,17.261220,0.827388,82.738780
272,46.9,46.900000,225.100000,272.000000,0.172426,17.242647,0.827574,82.757353
373,64.3,64.300000,308.700000,373.000000,0.172386,17.238606,0.827614,82.761394
4519,779,779.000000,3740.000000,4519.000000,0.172383,17.238327,0.827617,82.761673
391,67.1,67.100000,323.900000,391.000000,0.171611,17.161125,0.828389,82.838875
243,41.7,41.700000,201.300000,243.000000,0.171605,17.160494,0.828395,82.839506
1557,267,267.000000,1290.000000,1557.000000,0.171484,17.148362,0.828516,82.851638
1313,225,225.000000,1088.000000,1313.000000,0.171363,17.136329,0.828637,82.863671
5384,922,922.000000,4462.000000,5384.000000,0.171248,17.124814,0.828752,82.875186
255,43.6,43.600000,211.400000,255.000000,0.170980,17.098039,0.829020,82.901961
1229,210,210.000000,1019.000000,1229.000000,0.170871,17.087063,0.829129,82.912937
960,164,164.000000,796.000000,960.000000,0.170833,17.083333,0.829167,82.916667
685,117,117.000000,568.000000,685.000000,0.170803,17.080292,0.829197,82.919708
709,121,121.000000,588.000000,709.000000,0.170663,17.066291,0.829337,82.933709
2494,425,425.000000,2069.000000,2494.000000,0.170409,17.040898,0.829591,82.959102
2731,465,465.000000,2266.000000,2731.000000,0.170267,17.026730,0.829733,82.973270
449,76.3,76.300000,372.700000,449.000000,0.169933,16.993318,0.830067,83.006682
4975,845,845.000000,4130.000000,4975.000000,0.169849,16.984925,0.830151,83.015075
696,118,118.000000,578.000000,696.000000,0.169540,16.954023,0.830460,83.045977
266,44.8,44.800000,221.200000,266.000000,0.168421,16.842105,0.831579,83.157895
1321,222,222.000000,1099.000000,1321.000000,0.168055,16.805450,0.831945,83.194550
4444,746,746.000000,3698.000000,4444.000000,0.167867,16.786679,0.832133,83.213321
751,126,126.000000,625.000000,751.000000,0.167776,16.777630,0.832224,83.222370
279,46.7,46.700000,232.300000,279.000000,0.167384,16.738351,0.832616,83.261649
711,119,119.000000,592.000000,711.000000,0.167370,16.736990,0.832630,83.263010
963,161,161.000000,802.000000,963.000000,0.167186,16.718588,0.832814,83.281412
269,44.9,44.900000,224.100000,269.000000,0.166914,16.691450,0.833086,83.308550
1079,180,180.000000,899.000000,1079.000000,0.166821,16.682113,0.833179,83.317887
732,122,122.000000,610.000000,732.000000,0.166667,16.666667,0.833333,83.333333
943,157,157.000000,786.000000,943.000000,0.166490,16.648993,0.833510,83.351007
233,38.7,38.700000,194.300000,233.000000,0.166094,16.609442,0.833906,83.390558
426,70.7,70.700000,355.300000,426.000000,0.165962,16.596244,0.834038,83.403756
2328,386,386.000000,1942.000000,2328.000000,0.165808,16.580756,0.834192,83.419244
4918,814,814.000000,4104.000000,4918.000000,0.165514,16.551444,0.834486,83.448556
877,145,145.000000,732.000000,877.000000,0.165336,16.533637,0.834664,83.466363
988,163,163.000000,825.000000,988.000000,0.164980,16.497976,0.835020,83.502024
784,129,129.000000,655.000000,784.000000,0.164541,16.454082,0.835459,83.545918
460,75.6,75.600000,384.400000,460.000000,0.164348,16.434783,0.835652,83.565217
237,38.9,38.900000,198.100000,237.000000,0.164135,16.413502,0.835865,83.586498
431,70.7,70.700000,360.300000,431.000000,0.164037,16.403712,0.835963,83.596288
272,44.6,44.600000,227.400000,272.000000,0.163971,16.397059,0.836029,83.602941
289,47.3,47.300000,241.700000,289.000000,0.163668,16.366782,0.836332,83.633218
990,162,162.000000,828.000000,990.000000,0.163636,16.363636,0.836364,83.636364
758,124,124.000000,634.000000,758.000000,0.163588,16.358839,0.836412,83.641161
1474,241,241.000000,1233.000000,1474.000000,0.163501,16.350068,0.836499,83.649932
276,45,45.000000,231.000000,276.000000,0.163043,16.304348,0.836957,83.695652
622,101,101.000000,521.000000,622.000000,0.162379,16.237942,0.837621,83.762058
890,144,144.000000,746.000000,890.000000,0.161798,16.179775,0.838202,83.820225
357,57.7,57.700000,299.300000,357.000000,0.161625,16.162465,0.838375,83.837535
712,115,115.000000,597.000000,712.000000,0.161517,16.151685,0.838483,83.848315
355,57.3,57.300000,297.700000,355.000000,0.161408,16.140845,0.838592,83.859155
2045,330,330.000000,1715.000000,2045.000000,0.161369,16.136919,0.838631,83.863081
419,67.2,67.200000,351.800000,419.000000,0.160382,16.038186,0.839618,83.961814
861,138,138.000000,723.000000,861.000000,0.160279,16.027875,0.839721,83.972125
342,54.8,54.800000,287.200000,342.000000,0.160234,16.023392,0.839766,83.976608
2980,477,477.000000,2503.000000,2980.000000,0.160067,16.006711,0.839933,83.993289
423,67.7,67.700000,355.300000,423.000000,0.160047,16.004728,0.839953,83.995272
455,72.8,72.800000,382.200000,455.000000,0.160000,16.000000,0.840000,84.000000
5402,864,864.000000,4538.000000,5402.000000,0.159941,15.994076,0.840059,84.005924
420,67,67.000000,353.000000,420.000000,0.159524,15.952381,0.840476,84.047619
2048,326,326.000000,1722.000000,2048.000000,0.159180,15.917969,0.840820,84.082031
710,113,113.000000,597.000000,710.000000,0.159155,15.915493,0.840845,84.084507
252,40.1,40.100000,211.900000,252.000000,0.159127,15.912698,0.840873,84.087302
667,106,106.000000,561.000000,667.000000,0.158921,15.892054,0.841079,84.107946
235,37.3,37.300000,197.700000,235.000000,0.158723,15.872340,0.841277,84.127660
952,151,151.000000,801.000000,952.000000,0.158613,15.861345,0.841387,84.138655
858,136,136.000000,722.000000,858.000000,0.158508,15.850816,0.841492,84.149184
865,137,137.000000,728.000000,865.000000,0.158382,15.838150,0.841618,84.161850
3611,570,570.000000,3041.000000,3611.000000,0.157851,15.785101,0.842149,84.214899
770,121,121.000000,649.000000,770.000000,0.157143,15.714286,0.842857,84.285714
968,152,152.000000,816.000000,968.000000,0.157025,15.702479,0.842975,84.297521
3048,478,478.000000,2570.000000,3048.000000,0.156824,15.682415,0.843176,84.317585
817,128,128.000000,689.000000,817.000000,0.156671,15.667075,0.843329,84.332925
557,86.3,86.300000,470.700000,557.000000,0.154937,15.493716,0.845063,84.506284
5816,901,901.000000,4915.000000,5816.000000,0.154917,15.491747,0.845083,84.508253
711,110,110.000000,601.000000,711.000000,0.154712,15.471167,0.845288,84.528833
834,129,129.000000,705.000000,834.000000,0.154676,15.467626,0.845324,84.532374
3472,535,535.000000,2937.000000,3472.000000,0.154090,15.408986,0.845910,84.591014
562,86.4,86.400000,475.600000,562.000000,0.153737,15.373665,0.846263,84.626335
834,128,128.000000,706.000000,834.000000,0.153477,15.347722,0.846523,84.652278
1419,217,217.000000,1202.000000,1419.000000,0.152925,15.292459,0.847075,84.707541
5366,820,820.000000,4546.000000,5366.000000,0.152814,15.281401,0.847186,84.718599
343,52.4,52.400000,290.600000,343.000000,0.152770,15.276968,0.847230,84.723032
827,126,126.000000,701.000000,827.000000,0.152358,15.235792,0.847642,84.764208
423,64.2,64.200000,358.800000,423.000000,0.151773,15.177305,0.848227,84.822695
264,40,40.000000,224.000000,264.000000,0.151515,15.151515,0.848485,84.848485
412,62.4,62.400000,349.600000,412.000000,0.151456,15.145631,0.848544,84.854369
3958,598,598.000000,3360.000000,3958.000000,0.151086,15.108641,0.848914,84.891359
717,108,108.000000,609.000000,717.000000,0.150628,15.062762,0.849372,84.937238
388,58.3,58.300000,329.700000,388.000000,0.150258,15.025773,0.849742,84.974227
267,40.1,40.100000,226.900000,267.000000,0.150187,15.018727,0.849813,84.981273
4503,675,675.000000,3828.000000,4503.000000,0.149900,14.990007,0.850100,85.009993
895,134,134.000000,761.000000,895.000000,0.149721,14.972067,0.850279,85.027933
808,120,120.000000,688.000000,808.000000,0.148515,14.851485,0.851485,85.148515
