Submeasurements | avg. watts @ 100%,Submeasurements | avg. watts @ active idle,P_idle_W,P_dyn_W,P_peak_W,ratio_Pidle_Ppeak,ratio_Pidle_Ppeak_percent,ratio_Pdyn_Ppeak,ratio_Pdyn_Ppeak_percent
244,74.3,74.300000,169.700000,244.000000,0.304508,30.450820,0.695492,69.549180
657,200,200.000000,457.000000,657.000000,0.304414,30.441400,0.695586,69.558600
259,78.8,78.800000,180.200000,259.000000,0.304247,30.424710,0.695753,69.575290
432,131,131.000000,301.000000,432.000000,0.303241,30.324074,0.696759,69.675926
1600,482,482.000000,1118.000000,1600.000000,0.301250,30.125000,0.698750,69.875000
264,79.5,79.500000,184.500000,264.000000,0.301136,30.113636,0.698864,69.886364
47.9,14.4,14.400000,33.500000,47.900000,0.300626,30.062630,0.699374,69.937370
406,122,122.000000,284.000000,406.000000,0.300493,30.049261,0.699507,69.950739
61.9,18.6,18.600000,43.300000,61.900000,0.300485,30.048465,0.699515,69.951535
327,98.2,98.200000,228.800000,327.000000,0.300306,30.030581,0.699694,69.969419
295,88.3,88.300000,206.700000,295.000000,0.299322,29.932203,0.700678,70.067797
249,74.5,74.500000,174.500000,249.000000,0.299197,29.919679,0.700803,70.080321
53.2,15.9,15.900000,37.300000,53.200000,0.298872,29.887218,0.701128,70.112782
190,56.5,56.500000,133.500000,190.000000,0.297368,29.736842,0.702632,70.263158
323,96,96.000000,227.000000,323.000000,0.297214,29.721362,0.702786,70.278638
368,109,109.000000,259.000000,368.000000,0.296196,29.619565,0.703804,70.380435
287,84.9,84.900000,202.100000,287.000000,0.295819,29.581882,0.704181,70.418118
259,76.6,76.600000,182.400000,259.000000,0.295753,29.575290,0.704247,70.424710
220,65,65.000000,155.000000,220.000000,0.295455,29.545455,0.704545,70.454545
704,208,208.000000,496.000000,704.000000,0.295455,29.545455,0.704545,70.454545
268,79,79.000000,189.000000,268.000000,0.294776,29.477612,0.705224,70.522388
337,99.3,99.300000,237.700000,337.000000,0.294659,29.465875,0.705341,70.534125
260,76.6,76.600000,183.400000,260.000000,0.294615,29.461538,0.705385,70.538462
4087,1200,1200.000000,2887.000000,4087.000000,0.293614,29.361390,0.706386,70.638610
782,229,229.000000,553.000000,782.000000,0.292839,29.283887,0.707161,70.716113
57.4,16.8,16.800000,40.600000,57.400000,0.292683,29.268293,0.707317,70.731707
255,74.6,74.600000,180.400000,255.000000,0.292549,29.254902,0.707451,70.745098
275,80.4,80.400000,194.600000,275.000000,0.292364,29.236364,0.707636,70.763636
221,64.6,64.600000,156.400000,221.000000,0.292308,29.230769,0.707692,70.769231
6303,1842,1842.000000,4461.000000,6303.000000,0.292242,29.224179,0.707758,70.775821
339,98.9,98.900000,240.100000,339.000000,0.291740,29.174041,0.708260,70.825959
689,201,201.000000,488.000000,689.000000,0.291727,29.172714,0.708273,70.827286
762,222,222.000000,540.000000,762.000000,0.291339,29.133858,0.708661,70.866142
56,16.3,16.300000,39.700000,56.000000,0.291071,29.107143,0.708929,70.892857
770,224,224.000000,546.000000,770.000000,0.290909,29.090909,0.709091,70.909091
616,179,179.000000,437.000000,616.000000,0.290584,29.058442,0.709416,70.941558
499,145,145.000000,354.000000,499.000000,0.290581,29.058116,0.709419,70.941884
268,77.5,77.500000,190.500000,268.000000,0.289179,28.917910,0.710821,71.082090
672,194,194.000000,478.000000,672.000000,0.288690,28.869048,0.711310,71.130952
265,76.5,76.500000,188.500000,265.000000,0.288679,28.867925,0.711321,71.132075
265,76.4,76.400000,188.600000,265.000000,0.288302,28.830189,0.711698,71.169811
2783,802,802.000000,1981.000000,2783.000000,0.288178,28.817822,0.711822,71.182178
267,76.9,76.900000,190.100000,267.000000,0.288015,28.801498,0.711985,71.198502
267,76.9,76.900000,190.100000,267.000000,0.288015,28.801498,0.711985,71.198502
664,191,191.000000,473.000000,664.000000,0.287651,28.765060,0.712349,71.234940
714,205,205.000000,509.000000,714.000000,0.287115,28.711485,0.712885,71.288515
223,64,64.000000,159.000000,223.000000,0.286996,28.699552,0.713004,71.300448
196,56.1,56.100000,139.900000,196.000000,0.286224,28.622449,0.713776,71.377551
1578,450,450.000000,1128.000000,1578.000000,0.285171,28.517110,0.714829,71.482890
224,63.8,63.800000,160.200000,224.000000,0.284821,28.482143,0.715179,71.517857
308,87.7,87.700000,220.300000,308.000000,0.284740,28.474026,0.715260,71.525974
454,129,129.000000,325.000000,454.000000,0.284141,28.414097,0.715859,71.585903
511,145,145.000000,366.000000,511.000000,0.283757,28.375734,0.716243,71.624266
125,35.4,35.400000,89.600000,125.000000,0.283200,28.320000,0.716800,71.680000
236,66.8,66.800000,169.200000,236.000000,0.283051,28.305085,0.716949,71.694915
177,50,50.000000,127.000000,177.000000,0.282486,28.248588,0.717514,71.751412
4425,1250,1250.000000,3175.000000,4425.000000,0.282486,28.248588,0.717514,71.751412
72.7,20.5,20.500000,52.200000,72.700000,0.281981,28.198074,0.718019,71.801926
877,247,247.000000,630.000000,877.000000,0.281642,28.164196,0.718358,71.835804
62.5,17.6,17.600000,44.900000,62.500000,0.281600,28.160000,0.718400,71.840000
258,72.4,72.400000,185.600000,258.000000,0.280620,28.062016,0.719380,71.937984
656,184,184.000000,472.000000,656.000000,0.280488,28.048780,0.719512,71.951220
665,186,186.000000,479.000000,665.000000,0.279699,27.969925,0.720301,72.030075
56.2,15.7,15.700000,40.500000,56.200000,0.279359,27.935943,0.720641,72.064057
227,63.4,63.400000,163.600000,227.000000,0.279295,27.929515,0.720705,72.070485
3868,1080,1080.000000,2788.000000,3868.000000,0.279214,27.921406,0.720786,72.078594
491,137,137.000000,354.000000,491.000000,0.279022,27.902240,0.720978,72.097760
509,142,142.000000,367.000000,509.000000,0.278978,27.897839,0.721022,72.102161
782,218,218.000000,564.000000,782.000000,0.278772,27.877238,0.721228,72.122762
238,66.3,66.300000,171.700000,238.000000,0.278571,27.857143,0.721429,72.142857
1192,331,331.000000,861.000000,1192.000000,0.277685,27.768456,0.722315,72.231544
1016,282,282.000000,734.000000,1016.000000,0.277559,27.755906,0.722441,72.244094
783,217,217.000000,566.000000,783.000000,0.277139,27.713921,0.722861,72.286079
231,63.9,63.900000,167.100000,231.000000,0.276623,27.662338,0.723377,72.337662
781,216,216.000000,565.000000,781.000000,0.276569,27.656850,0.723431,72.343150
324,89.6,89.600000,234.400000,324.000000,0.276543,27.654321,0.723457,72.345679
202,55.8,55.800000,146.200000,202.000000,0.276238,27.623762,0.723762,72.376238
681,188,188.000000,493.000000,681.000000,0.276065,27.606461,0.723935,72.393539
518,143,143.000000,375.000000,518.000000,0.276062,27.606178,0.723938,72.393822
384,106,106.000000,278.000000,384.000000,0.276042,27.604167,0.723958,72.395833
54,14.9,14.900000,39.100000,54.000000,0.275926,27.592593,0.724074,72.407407
232,64,64.000000,168.000000,232.000000,0.275862,27.586207,0.724138,72.413793
250,68.9,68.900000,181.100000,250.000000,0.275600,27.560000,0.724400,72.440000
240,66.1,66.100000,173.900000,240.000000,0.275417,27.541667,0.724583,72.458333
727,200,200.000000,527.000000,727.000000,0.275103,27.510316,0.724897,72.489684
801,220,220.000000,581.000000,801.000000,0.274657,27.465668,0.725343,72.534332
294,80.6,80.600000,213.400000,294.000000,0.274150,27.414966,0.725850,72.585034
205,56.2,56.200000,148.800000,205.000000,0.274146,27.414634,0.725854,72.585366
518,142,142.000000,376.000000,518.000000,0.274131,27.413127,0.725869,72.586873
227,62.2,62.200000,164.800000,227.000000,0.274009,27.400881,0.725991,72.599119
1566,429,429.000000,1137.000000,1566.000000,0.273946,27.394636,0.726054,72.605364
807,221,221.000000,586.000000,807.000000,0.273854,27.385378,0.726146,72.614622
206,56.4,56.400000,149.600000,206.000000,0.273786,27.378641,0.726214,72.621359
236,64.6,64.600000,171.400000,236.000000,0.273729,27.372881,0.726271,72.627119
833,228,228.000000,605.000000,833.000000,0.273709,27.370948,0.726291,72.629052
249,68.1,68.100000,180.900000,249.000000,0.273494,27.349398,0.726506,72.650602
5288,1446,1446.000000,3842.000000,5288.000000,0.273449,27.344932,0.726551,72.655068
662,181,181.000000,481.000000,662.000000,0.273414,27.341390,0.726586,72.658610
981,268,268.000000,713.000000,981.000000,0.273191,27.319062,0.726809,72.680938
1677,458,458.000000,1219.000000,1677.000000,0.273107,27.310674,0.726893,72.689326
656,179,179.000000,477.000000,656.000000,0.272866,27.286585,0.727134,72.713415
85.5,23.3,23.300000,62.200000,85.500000,0.272515,27.251462,0.727485,72.748538
127,34.6,34.600000,92.400000,127.000000,0.272441,27.244094,0.727559,72.755906
298,81.1,81.100000,216.900000,298.000000,0.272148,27.214765,0.727852,72.785235
937,255,255.000000,682.000000,937.000000,0.272145,27.214514,0.727855,72.785486
75.7,20.6,20.600000,55.100000,75.700000,0.272127,27.212682,0.727873,72.787318
341,92.7,92.700000,248.300000,341.000000,0.271848,27.184751,0.728152,72.815249
236,64,64.000000,172.000000,236.000000,0.271186,27.118644,0.728814,72.881356
650,176,176.000000,474.000000,650.000000,0.270769,27.076923,0.729231,72.923077
272,73.6,73.600000,198.400000,272.000000,0.270588,27.058824,0.729412,72.941176
349,94.4,94.400000,254.600000,349.000000,0.270487,27.048711,0.729513,72.951289
492,133,133.000000,359.000000,492.000000,0.270325,27.032520,0.729675,72.967480
660,178,178.000000,482.000000,660.000000,0.269697,26.969697,0.730303,73.030303
102,27.5,27.500000,74.500000,102.000000,0.269608,26.960784,0.730392,73.039216
272,73.3,73.300000,198.700000,272.000000,0.269485,26.948529,0.730515,73.051471
130,35,35.000000,95.000000,130.000000,0.269231,26.923077,0.730769,73.076923
255,68.5,68.500000,186.500000,255.000000,0.268627,26.862745,0.731373,73.137255
1859,499,499.000000,1360.000000,1859.000000,0.268424,26.842388,0.731576,73.157612
258,69.2,69.200000,188.800000,258.000000,0.268217,26.821705,0.731783,73.178295
1660,445,445.000000,1215.000000,1660.000000,0.268072,26.807229,0.731928,73.192771
244,65.4,65.400000,178.600000,244.000000,0.268033,26.803279,0.731967,73.196721
236,63.2,63.200000,172.800000,236.000000,0.267797,26.779661,0.732203,73.220339
335,89.6,89.600000,245.400000,335.000000,0.267463,26.746269,0.732537,73.253731
245,65.5,65.500000,179.500000,245.000000,0.267347,26.734694,0.732653,73.265306
247,66,66.000000,181.000000,247.000000,0.267206,26.720648,0.732794,73.279352
207,55.3,55.300000,151.700000,207.000000,0.267150,26.714976,0.732850,73.285024
207,55.1,55.100000,151.900000,207.000000,0.266184,26.618357,0.733816,73.381643
3370,897,897.000000,2473.000000,3370.000000,0.266172,26.617211,0.733828,73.382789
872,232,232.000000,640.000000,872.000000,0.266055,26.605505,0.733945,73.394495
594,158,158.000000,436.000000,594.000000,0.265993,26.599327,0.734007,73.400673
651,173,173.000000,478.000000,651.000000,0.265745,26.574501,0.734255,73.425499
1014,269,269.000000,745.000000,1014.000000,0.265286,26.528600,0.734714,73.471400
58.9,15.6,15.600000,43.300000,58.900000,0.264856,26.485569,0.735144,73.514431
83.9,22.2,22.200000,61.700000,83.900000,0.264601,26.460072,0.735399,73.539928
624,165,165.000000,459.000000,624.000000,0.264423,26.442308,0.735577,73.557692
106,28,28.000000,78.000000,106.000000,0.264151,26.415094,0.735849,73.584906
343,90.5,90.500000,252.500000,343.000000,0.263848,26.384840,0.736152,73.615160
81.5,21.5,21.500000,60.000000,81.500000,0.263804,26.380368,0.736196,73.619632
80.4,21.2,21.200000,59.200000,80.400000,0.263682,26.368159,0.736318,73.631841
1025,270,270.000000,755.000000,1025.000000,0.263415,26.341463,0.736585,73.658537
222,58.4,58.400000,163.600000,222.000000,0.263063,26.306306,0.736937,73.693694
422,111,111.000000,311.000000,422.000000,0.263033,26.303318,0.736967,73.696682
127,33.4,33.400000,93.600000,127.000000,0.262992,26.299213,0.737008,73.700787
1886,496,496.000000,1390.000000,1886.000000,0.262990,26.299046,0.737010,73.700954
82.8,21.7,21.700000,61.100000,82.800000,0.262077,26.207729,0.737923,73.792271
982,257,257.000000,725.000000,982.000000,0.261711,26.171079,0.738289,73.828921
226,59.1,59.100000,166.900000,226.000000,0.261504,26.150442,0.738496,73.849558
648,169,169.000000,479.000000,648.000000,0.260802,26.080247,0.739198,73.919753
906,236,236.000000,670.000000,906.000000,0.260486,26.048565,0.739514,73.951435
1575,409,409.000000,1166.000000,1575.000000,0.259683,25.968254,0.740317,74.031746
1275,331,331.000000,944.000000,1275.000000,0.259608,25.960784,0.740392,74.039216
44.7,11.6,11.600000,33.100000,44.700000,0.259508,25.950783,0.740492,74.049217
4005,1038,1038.000000,2967.000000,4005.000000,0.259176,25.917603,0.740824,74.082397
77.2,20,20.000000,57.200000,77.200000,0.259067,25.906736,0.740933,74.093264
6854,1773,1773.000000,5081.000000,6854.000000,0.258681,25.868106,0.741319,74.131894
789,204,204.000000,585.000000,789.000000,0.258555,25.855513,0.741445,74.144487
441,114,114.000000,327.000000,441.000000,0.258503,25.850340,0.741497,74.149660
320,82.6,82.600000,237.400000,320.000000,0.258125,25.812500,0.741875,74.187500
202,52,52.000000,150.000000,202.000000,0.257426,25.742574,0.742574,74.257426
216,55.6,55.600000,160.400000,216.000000,0.257407,25.740741,0.742593,74.259259
218,56.1,56.100000,161.900000,218.000000,0.257339,25.733945,0.742661,74.266055
3780,972,972.000000,2808.000000,3780.000000,0.257143,25.714286,0.742857,74.285714
564,145,145.000000,419.000000,564.000000,0.257092,25.709220,0.742908,74.290780
246,63.2,63.200000,182.800000,246.000000,0.256911,25.691057,0.743089,74.308943
581,149,149.000000,432.000000,581.000000,0.256454,25.645439,0.743546,74.354561
1814,465,465.000000,1349.000000,1814.000000,0.256340,25.633958,0.743660,74.366042
377,96.6,96.600000,280.400000,377.000000,0.256233,25.623342,0.743767,74.376658
219,56.1,56.100000,162.900000,219.000000,0.256164,25.616438,0.743836,74.383562
242,61.9,61.900000,180.100000,242.000000,0.255785,25.578512,0.744215,74.421488
1111,284,284.000000,827.000000,1111.000000,0.255626,25.562556,0.744374,74.437444
244,62.3,62.300000,181.700000,244.000000,0.255328,25.532787,0.744672,74.467213
1113,284,284.000000,829.000000,1113.000000,0.255166,25.516622,0.744834,74.483378
1310,334,334.000000,976.000000,1310.000000,0.254962,25.496183,0.745038,74.503817
891,227,227.000000,664.000000,891.000000,0.254770,25.476992,0.745230,74.523008
379,96.5,96.500000,282.500000,379.000000,0.254617,25.461741,0.745383,74.538259
209,53.2,53.200000,155.800000,209.000000,0.254545,25.454545,0.745455,74.545455
70.5,17.9,17.900000,52.600000,70.500000,0.253901,25.390071,0.746099,74.609929
895,227,227.000000,668.000000,895.000000,0.253631,25.363128,0.746369,74.636872
69.8,17.7,17.700000,52.100000,69.800000,0.253582,25.358166,0.746418,74.641834
4667,1183,1183.000000,3484.000000,4667.000000,0.253482,25.348189,0.746518,74.651811
4219,1068,1068.000000,3151.000000,4219.000000,0.253141,25.314055,0.746859,74.685945
308,77.9,77.900000,230.100000,308.000000,0.252922,25.292208,0.747078,74.707792
252,63.7,63.700000,188.300000,252.000000,0.252778,25.277778,0.747222,74.722222
669,169,169.000000,500.000000,669.000000,0.252616,25.261584,0.747384,74.738416
347,87.6,87.600000,259.400000,347.000000,0.252450,25.244957,0.747550,74.755043
84.1,21.2,21.200000,62.900000,84.100000,0.252081,25.208086,0.747919,74.791914
611,154,154.000000,457.000000,611.000000,0.252046,25.204583,0.747954,74.795417
409,103,103.000000,306.000000,409.000000,0.251834,25.183374,0.748166,74.816626
409,103,103.000000,306.000000,409.000000,0.251834,25.183374,0.748166,74.816626
201,50.6,50.600000,150.400000,201.000000,0.251741,25.174129,0.748259,74.825871
306,77,77.000000,229.000000,306.000000,0.251634,25.163399,0.748366,74.836601
302,75.9,75.900000,226.100000,302.000000,0.251325,25.132450,0.748675,74.867550
2032,510,510.000000,1522.000000,2032.000000,0.250984,25.098425,0.749016,74.901575
1200,301,301.000000,899.000000,1200.000000,0.250833,25.083333,0.749167,74.916667
491,123,123.000000,368.000000,491.000000,0.250509,25.050916,0.749491,74.949084
1901,476,476.000000,1425.000000,1901.000000,0.250395,25.039453,0.749605,74.960547
63.9,16,16.000000,47.900000,63.900000,0.250391,25.039124,0.749609,74.960876
832,208,208.000000,624.000000,832.000000,0.250000,25.000000,0.750000,75.000000
323,80.7,80.700000,242.300000,323.000000,0.249845,24.984520,0.750155,75.015480
205,51.2,51.200000,153.800000,205.000000,0.249756,24.975610,0.750244,75.024390
817,204,204.000000,613.000000,817.000000,0.249694,24.969400,0.750306,75.030600
1260,314,314.000000,946.000000,1260.000000,0.249206,24.920635,0.750794,75.079365
5313,1324,1324.000000,3989.000000,5313.000000,0.249200,24.920008,0.750800,75.079992
183,45.6,45.600000,137.400000,183.000000,0.249180,24.918033,0.750820,75.081967
3504,873,873.000000,2631.000000,3504.000000,0.249144,24.914384,0.750856,75.085616
550,137,137.000000,413.000000,550.000000,0.249091,24.909091,0.750909,75.090909
254,63.2,63.200000,190.800000,254.000000,0.248819,24.881890,0.751181,75.118110
78,19.4,19.400000,58.600000,78.000000,0.248718,24.871795,0.751282,75.128205
1902,473,473.000000,1429.000000,1902.000000,0.248686,24.868559,0.751314,75.131441
1731,430,430.000000,1301.000000,1731.000000,0.248411,24.841132,0.751589,75.158868
713,177,177.000000,536.000000,713.000000,0.248247,24.824684,0.751753,75.175316
427,106,106.000000,321.000000,427.000000,0.248244,24.824356,0.751756,75.175644
212,52.5,52.500000,159.500000,212.000000,0.247642,24.764151,0.752358,75.235849
1906,472,472.000000,1434.000000,1906.000000,0.247639,24.763903,0.752361,75.236097
403,99.5,99.500000,303.500000,403.000000,0.246898,24.689826,0.753102,75.310174
713,176,176.000000,537.000000,713.000000,0.246844,24.684432,0.753156,75.315568
231,57,57.000000,174.000000,231.000000,0.246753,24.675325,0.753247,75.324675
446,110,110.000000,336.000000,446.000000,0.246637,24.663677,0.753363,75.336323
430,106,106.000000,324.000000,430.000000,0.246512,24.651163,0.753488,75.348837
5947,1464,1464.000000,4483.000000,5947.000000,0.246175,24.617454,0.753825,75.382546
215,52.9,52.900000,162.100000,215.000000,0.246047,24.604651,0.753953,75.395349
98.4,24.2,24.200000,74.200000,98.400000,0.245935,24.593496,0.754065,75.406504
2378,584,584.000000,1794.000000,2378.000000,0.245585,24.558452,0.754415,75.441548
883,216,216.000000,667.000000,883.000000,0.244621,24.462061,0.755379,75.537939
73.6,18,18.000000,55.600000,73.600000,0.244565,24.456522,0.755435,75.543478
413,101,101.000000,312.000000,413.000000,0.244552,24.455206,0.755448,75.544794
247,60.4,60.400000,186.600000,247.000000,0.244534,24.453441,0.755466,75.546559
929,227,227.000000,702.000000,929.000000,0.244349,24.434876,0.755651,75.565124
475,116,116.000000,359.000000,475.000000,0.244211,24.421053,0.755789,75.578947
3331,812,812.000000,2519.000000,3331.000000,0.243771,24.377064,0.756229,75.622936
6594,1607,1607.000000,4987.000000,6594.000000,0.243706,24.370640,0.756294,75.629360
250,60.8,60.800000,189.200000,250.000000,0.243200,24.320000,0.756800,75.680000
1914,465,465.000000,1449.000000,1914.000000,0.242947,24.294671,0.757053,75.705329
449,109,109.000000,340.000000,449.000000,0.242762,24.276169,0.757238,75.723831
51.2,12.4,12.400000,38.800000,51.200000,0.242188,24.218750,0.757812,75.781250
4272,1032,1032.000000,3240.000000,4272.000000,0.241573,24.157303,0.758427,75.842697
92.8,22.4,22.400000,70.400000,92.800000,0.241379,24.137931,0.758621,75.862069
7262,1749,1749.000000,5513.000000,7262.000000,0.240843,24.084274,0.759157,75.915726
412,99.2,99.200000,312.800000,412.000000,0.240777,24.077670,0.759223,75.922330
1732,417,417.000000,1315.000000,1732.000000,0.240762,24.076212,0.759238,75.923788
85.6,20.6,20.600000,65.000000,85.600000,0.240654,24.065421,0.759346,75.934579
591,142,142.000000,449.000000,591.000000,0.240271,24.027073,0.759729,75.972927
214,51.4,51.400000,162.600000,214.000000,0.240187,24.018692,0.759813,75.981308
1116,268,268.000000,848.000000,1116.000000,0.240143,24.014337,0.759857,75.985663
779,187,187.000000,592.000000,779.000000,0.240051,24.005135,0.759949,75.994865
224,53.7,53.700000,170.300000,224.000000,0.239732,23.973214,0.760268,76.026786
318,76.2,76.200000,241.800000,318.000000,0.239623,23.962264,0.760377,76.037736
392,93.9,93.900000,298.100000,392.000000,0.239541,23.954082,0.760459,76.045918
564,135,135.000000,429.000000,564.000000,0.239362,23.936170,0.760638,76.063830
391,93.5,93.500000,297.500000,391.000000,0.239130,23.913043,0.760870,76.086957
7920,1892,1892.000000,6028.000000,7920.000000,0.238889,23.888889,0.761111,76.111111
924,220,220.000000,704.000000,924.000000,0.238095,23.809524,0.761905,76.190476
1324,315,315.000000,1009.000000,1324.000000,0.237915,23.791541,0.762085,76.208459
256,60.9,60.900000,195.100000,256.000000,0.237891,23.789062,0.762109,76.210938
455,108,108.000000,347.000000,455.000000,0.237363,23.736264,0.762637,76.263736
1003,238,238.000000,765.000000,1003.000000,0.237288,23.728814,0.762712,76.271186
831,197,197.000000,634.000000,831.000000,0.237064,23.706378,0.762936,76.293622
786,186,186.000000,600.000000,786.000000,0.236641,23.664122,0.763359,76.335878
457,108,108.000000,349.000000,457.000000,0.236324,23.632385,0.763676,76.367615
398,94,94.000000,304.000000,398.000000,0.236181,23.618090,0.763819,76.381910
1923,454,454.000000,1469.000000,1923.000000,0.236089,23.608944,0.763911,76.391056
3716,877,877.000000,2839.000000,3716.000000,0.236006,23.600646,0.763994,76.399354
231,54.5,54.500000,176.500000,231.000000,0.235931,23.593074,0.764069,76.406926
2132,503,503.000000,1629.000000,2132.000000,0.235929,23.592871,0.764071,76.407129
222,52.3,52.300000,169.700000,222.000000,0.235586,23.558559,0.764414,76.441441
402,94.6,94.600000,307.400000,402.000000,0.235323,23.532338,0.764677,76.467662
468,110,110.000000,358.000000,468.000000,0.235043,23.504274,0.764957,76.495726
394,92.4,92.400000,301.600000,394.000000,0.234518,23.451777,0.765482,76.548223
2011,471,471.000000,1540.000000,2011.000000,0.234212,23.421183,0.765788,76.578817
230,53.8,53.800000,176.200000,230.000000,0.233913,23.391304,0.766087,76.608696
775,181,181.000000,594.000000,775.000000,0.233548,23.354839,0.766452,76.645161
56.1,13.1,13.100000,43.000000,56.100000,0.233512,23.351159,0.766488,76.648841
647,151,151.000000,496.000000,647.000000,0.233385,23.338485,0.766615,76.661515
414,96.6,96.600000,317.400000,414.000000,0.233333,23.333333,0.766667,76.666667
463,108,108.000000,355.000000,463.000000,0.233261,23.326134,0.766739,76.673866
433,101,101.000000,332.000000,433.000000,0.233256,23.325635,0.766744,76.674365
716,167,167.000000,549.000000,716.000000,0.233240,23.324022,0.766760,76.675978
1412,329,329.000000,1083.000000,1412.000000,0.233003,23.300283,0.766997,76.699717
468,109,109.000000,359.000000,468.000000,0.232906,23.290598,0.767094,76.709402
2148,500,500.000000,1648.000000,2148.000000,0.232775,23.277467,0.767225,76.722533
228,53,53.000000,175.000000,228.000000,0.232456,23.245614,0.767544,76.754386
568,132,132.000000,436.000000,568.000000,0.232394,23.239437,0.767606,76.760563
257,59.7,59.700000,197.300000,257.000000,0.232296,23.229572,0.767704,76.770428
698,162,162.000000,536.000000,698.000000,0.232092,23.209169,0.767908,76.790831
470,109,109.000000,361.000000,470.000000,0.231915,23.191489,0.768085,76.808511
408,94.6,94.600000,313.400000,408.000000,0.231863,23.186275,0.768137,76.813725
258,59.8,59.800000,198.200000,258.000000,0.231783,23.178295,0.768217,76.821705
91.1,21.1,21.100000,70.000000,91.100000,0.231614,23.161361,0.768386,76.838639
2336,541,541.000000,1795.000000,2336.000000,0.231592,23.159247,0.768408,76.840753
2260,523,523.000000,1737.000000,2260.000000,0.231416,23.141593,0.768584,76.858407
1418,328,328.000000,1090.000000,1418.000000,0.231312,23.131171,0.768688,76.868829
420,97.1,97.100000,322.900000,420.000000,0.231190,23.119048,0.768810,76.880952
231,53.4,53.400000,177.600000,231.000000,0.231169,23.116883,0.768831,76.883117
1117,258,258.000000,859.000000,1117.000000,0.230976,23.097583,0.769024,76.902417
433,100,100.000000,333.000000,433.000000,0.230947,23.094688,0.769053,76.905312
472,109,109.000000,363.000000,472.000000,0.230932,23.093220,0.769068,76.906780
228,52.5,52.500000,175.500000,228.000000,0.230263,23.026316,0.769737,76.973684
98.2,22.6,22.600000,75.600000,98.200000,0.230143,23.014257,0.769857,76.985743
952,219,219.000000,733.000000,952.000000,0.230042,23.004202,0.769958,76.995798
680,156,156.000000,524.000000,680.000000,0.229412,22.941176,0.770588,77.058824
247,56.6,56.600000,190.400000,247.000000,0.229150,22.914980,0.770850,77.085020
265,60.6,60.600000,204.400000,265.000000,0.228679,22.867925,0.771321,77.132075
274,62.6,62.600000,211.400000,274.000000,0.228467,22.846715,0.771533,77.153285
4847,1107,1107.000000,3740.000000,4847.000000,0.228389,22.838869,0.771611,77.161131
257,58.6,58.600000,198.400000,257.000000,0.228016,22.801556,0.771984,77.198444
261,59.5,59.500000,201.500000,261.000000,0.227969,22.796935,0.772031,77.203065
559,127,127.000000,432.000000,559.000000,0.227191,22.719141,0.772809,77.280859
3344,759,759.000000,2585.000000,3344.000000,0.226974,22.697368,0.773026,77.302632
85.5,19.4,19.400000,66.100000,85.500000,0.226901,22.690058,0.773099,77.309942
231,52.4,52.400000,178.600000,231.000000,0.226840,22.683983,0.773160,77.316017
459,104,104.000000,355.000000,459.000000,0.226580,22.657952,0.773420,77.342048
231,52.3,52.300000,178.700000,231.000000,0.226407,22.640693,0.773593,77.359307
316,71.5,71.500000,244.500000,316.000000,0.226266,22.626582,0.773734,77.373418
858,194,194.000000,664.000000,858.000000,0.226107,22.610723,0.773893,77.389277
239,54,54.000000,185.000000,239.000000,0.225941,22.594142,0.774059,77.405858
580,131,131.000000,449.000000,580.000000,0.225862,22.586207,0.774138,77.413793
1253,283,283.000000,970.000000,1253.000000,0.225858,22.585794,0.774142,77.414206
714,161,161.000000,553.000000,714.000000,0.225490,22.549020,0.774510,77.450980
245,55.2,55.200000,189.800000,245.000000,0.225306,22.530612,0.774694,77.469388
879,198,198.000000,681.000000,879.000000,0.225256,22.525597,0.774744,77.474403
243,54.7,54.700000,188.300000,243.000000,0.225103,22.510288,0.774897,77.489712
240,54,54.000000,186.000000,240.000000,0.225000,22.500000,0.775000,77.500000
587,132,132.000000,455.000000,587.000000,0.224872,22.487223,0.775128,77.512777
246,55.1,55.100000,190.900000,246.000000,0.223984,22.398374,0.776016,77.601626
518,116,116.000000,402.000000,518.000000,0.223938,22.393822,0.776062,77.606178
256,57.3,57.300000,198.700000,256.000000,0.223828,22.382812,0.776172,77.617188
308,68.9,68.900000,239.100000,308.000000,0.223701,22.370130,0.776299,77.629870
886,198,198.000000,688.000000,886.000000,0.223476,22.347630,0.776524,77.652370
959,214,214.000000,745.000000,959.000000,0.223149,22.314911,0.776851,77.685089
347,77.4,77.400000,269.600000,347.000000,0.223055,22.305476,0.776945,77.694524
210,46.8,46.800000,163.200000,210.000000,0.222857,22.285714,0.777143,77.714286
243,54.1,54.100000,188.900000,243.000000,0.222634,22.263374,0.777366,77.736626
60,13.3,13.300000,46.700000,60.000000,0.221667,22.166667,0.778333,77.833333
853,189,189.000000,664.000000,853.000000,0.221571,22.157093,0.778429,77.842907
248,54.9,54.900000,193.100000,248.000000,0.221371,22.137097,0.778629,77.862903
461,102,102.000000,359.000000,461.000000,0.221258,22.125813,0.778742,77.874187
227,50.2,50.200000,176.800000,227.000000,0.221145,22.114537,0.778855,77.885463
588,130,130.000000,458.000000,588.000000,0.221088,22.108844,0.778912,77.891156
647,143,143.000000,504.000000,647.000000,0.221020,22.102009,0.778980,77.897991
1761,389,389.000000,1372.000000,1761.000000,0.220897,22.089722,0.779103,77.910278
231,51,51.000000,180.000000,231.000000,0.220779,22.077922,0.779221,77.922078
